Timestamp,session_id,participant_id,metric_type,task_type,value,unit
2025-10-24 01:01:05.293820,S004,P001,User Accuracy,Sorting Task,100,%
2025-10-24 01:01:05.294908,S004,P001,Corrections,Sorting Task,0,box
2025-10-24 01:01:06.293130,S004,P001,Throughput,Sorting Task,0,box / s
2025-10-24 01:01:06.294728,S004,P001,Actual Error Rate,Sorting Task,0,%
2025-10-24 01:01:06.295819,S004,P001,User Accuracy,Sorting Task,100,%
2025-10-24 01:01:06.296649,S004,P001,Corrections,Sorting Task,0,box
2025-10-24 01:01:07.291201,S004,P001,Throughput,Sorting Task,0.03333333333333333,box / s
2025-10-24 01:01:07.292844,S004,P001,Actual Error Rate,Sorting Task,0,%
2025-10-24 01:01:07.293790,S004,P001,User Accuracy,Sorting Task,100,%
2025-10-24 01:01:07.294637,S004,P001,Corrections,Sorting Task,0,box
2025-10-24 01:01:08.293042,S004,P001,Throughput,Sorting Task,0.03225806451612903,box / s
2025-10-24 01:01:08.294601,S004,P001,Actual Error Rate,Sorting Task,0,%
2025-10-24 01:01:08.295511,S004,P001,User Accuracy,Sorting Task,100,%
2025-10-24 01:01:08.296478,S004,P001,Corrections,Sorting Task,0,box
2025-10-24 01:01:09.291545,S004,P001,Throughput,Sorting Task,0.03125,box / s
2025-10-24 01:01:09.293025,S004,P001,Actual Error Rate,Sorting Task,0,%
2025-10-24 01:01:09.294069,S004,P001,User Accuracy,Sorting Task,100,%
2025-10-24 01:01:09.294892,S004,P001,Corrections,Sorting Task,0,box
2025-10-24 01:01:10.292173,S004,P001,Throughput,Sorting Task,0.030303030303030304,box / s
2025-10-24 01:01:10.293814,S004,P001,Actual Error Rate,Sorting Task,0,%
2025-10-24 01:01:10.294888,S004,P001,User Accuracy,Sorting Task,100,%
2025-10-24 01:01:10.295902,S004,P001,Corrections,Sorting Task,0,box
2025-10-24 01:01:11.291423,S004,P001,Throughput,Sorting Task,0.029411764705882353,box / s
2025-10-24 01:01:11.293003,S004,P001,Actual Error Rate,Sorting Task,0,%
2025-10-24 01:01:11.293932,S004,P001,User Accuracy,Sorting Task,100,%
2025-10-24 01:01:11.294760,S004,P001,Corrections,Sorting Task,0,box
2025-10-24 01:01:12.290662,S004,P001,Throughput,Sorting Task,0.02857142857142857,box / s
2025-10-24 01:01:12.292273,S004,P001,Actual Error Rate,Sorting Task,0,%
2025-10-24 01:01:12.293259,S004,P001,User Accuracy,Sorting Task,100,%
2025-10-24 01:01:12.294237,S004,P001,Corrections,Sorting Task,0,box
2025-10-24 01:01:13.291458,S004,P001,Throughput,Sorting Task,0.027777777777777776,box / s
2025-10-24 01:01:13.293017,S004,P001,Actual Error Rate,Sorting Task,0,%
2025-10-24 01:01:13.293961,S004,P001,User Accuracy,Sorting Task,100,%
2025-10-24 01:01:13.294800,S004,P001,Corrections,Sorting Task,0,box
2025-10-24 01:01:14.292602,S004,P001,Throughput,Sorting Task,0.02702702702702703,box / s
2025-10-24 01:01:14.294139,S004,P001,Actual Error Rate,Sorting Task,0,%
2025-10-24 01:01:14.295222,S004,P001,User Accuracy,Sorting Task,100,%
2025-10-24 01:01:14.296060,S004,P001,Corrections,Sorting Task,0,box
2025-10-24 01:01:15.291147,S004,P001,Throughput,Sorting Task,0.02631578947368421,box / s
2025-10-24 01:01:15.292723,S004,P001,Actual Error Rate,Sorting Task,0,%
2025-10-24 01:01:15.293667,S004,P001,User Accuracy,Sorting Task,100,%
2025-10-24 01:01:15.294553,S004,P001,Corrections,Sorting Task,0,box
2025-10-24 01:01:16.295352,S004,P001,Throughput,Sorting Task,0.02564102564102564,box / s
2025-10-24 01:01:16.297033,S004,P001,Actual Error Rate,Sorting Task,0,%
2025-10-24 01:01:16.297996,S004,P001,User Accuracy,Sorting Task,100,%
2025-10-24 01:01:16.298834,S004,P001,Corrections,Sorting Task,0,box
2025-10-24 01:02:39.525921,S005,P001,Throughput,Sorting Task,0,box / s
2025-10-24 01:02:39.529063,S005,P001,Actual Error Rate,Sorting Task,0,%
2025-10-24 01:02:39.530055,S005,P001,User Accuracy,Sorting Task,100,%
2025-10-24 01:02:39.530907,S005,P001,Corrections,Sorting Task,0,box
2025-10-24 01:02:40.523272,S005,P001,Throughput,Sorting Task,0,box / s
2025-10-24 01:02:40.524935,S005,P001,Actual Error Rate,Sorting Task,0,%
2025-10-24 01:02:40.525946,S005,P001,User Accuracy,Sorting Task,100,%
2025-10-24 01:02:40.526920,S005,P001,Corrections,Sorting Task,0,box
2025-10-24 01:02:41.526324,S005,P001,Throughput,Sorting Task,0,box / s
2025-10-24 01:02:41.527778,S005,P001,Actual Error Rate,Sorting Task,0,%
2025-10-24 01:02:41.528648,S005,P001,User Accuracy,Sorting Task,100,%
2025-10-24 01:02:41.529477,S005,P001,Corrections,Sorting Task,0,box
2025-10-24 01:02:42.522968,S005,P001,Throughput,Sorting Task,0,box / s
2025-10-24 01:02:42.524569,S005,P001,Actual Error Rate,Sorting Task,0,%
2025-10-24 01:02:42.525508,S005,P001,User Accuracy,Sorting Task,100,%
2025-10-24 01:02:42.526527,S005,P001,Corrections,Sorting Task,0,box
2025-10-24 01:02:43.526167,S005,P001,Throughput,Sorting Task,0,box / s
2025-10-24 01:02:43.527601,S005,P001,Actual Error Rate,Sorting Task,0,%
2025-10-24 01:02:43.528439,S005,P001,User Accuracy,Sorting Task,100,%
2025-10-24 01:02:43.529249,S005,P001,Corrections,Sorting Task,0,box
2025-10-24 01:02:44.522948,S005,P001,Throughput,Sorting Task,0,box / s
2025-10-24 01:02:44.524512,S005,P001,Actual Error Rate,Sorting Task,0,%
2025-10-24 01:02:44.525383,S005,P001,User Accuracy,Sorting Task,100,%
2025-10-24 01:02:44.526206,S005,P001,Corrections,Sorting Task,0,box
2025-10-24 01:02:45.526053,S005,P001,Throughput,Sorting Task,0,box / s
2025-10-24 01:02:45.527579,S005,P001,Actual Error Rate,Sorting Task,0,%
2025-10-24 01:02:45.528517,S005,P001,User Accuracy,Sorting Task,100,%
2025-10-24 01:02:45.529370,S005,P001,Corrections,Sorting Task,0,box
2025-10-24 01:02:46.523163,S005,P001,Throughput,Sorting Task,0,box / s
2025-10-24 01:02:46.524610,S005,P001,Actual Error Rate,Sorting Task,0,%
2025-10-24 01:02:46.525602,S005,P001,User Accuracy,Sorting Task,100,%
2025-10-24 01:02:46.526545,S005,P001,Corrections,Sorting Task,0,box
2025-10-24 01:02:47.526492,S005,P001,Throughput,Sorting Task,0,box / s
2025-10-24 01:02:47.527963,S005,P001,Actual Error Rate,Sorting Task,0,%
2025-10-24 01:02:47.528809,S005,P001,User Accuracy,Sorting Task,100,%
2025-10-24 01:02:47.529601,S005,P001,Corrections,Sorting Task,0,box
2025-10-24 01:02:48.523117,S005,P001,Throughput,Sorting Task,0,box / s
2025-10-24 01:02:48.524755,S005,P001,Actual Error Rate,Sorting Task,0,%
2025-10-24 01:02:48.525778,S005,P001,User Accuracy,Sorting Task,100,%
2025-10-24 01:02:48.526610,S005,P001,Corrections,Sorting Task,0,box
2025-10-24 01:02:49.524067,S005,P001,Throughput,Sorting Task,0,box / s
2025-10-24 01:02:49.525622,S005,P001,Actual Error Rate,Sorting Task,0,%
2025-10-24 01:02:49.526561,S005,P001,User Accuracy,Sorting Task,100,%
2025-10-24 01:02:49.527415,S005,P001,Corrections,Sorting Task,0,box
2025-10-24 01:02:50.523236,S005,P001,Throughput,Sorting Task,0,box / s
2025-10-24 01:02:50.524702,S005,P001,Actual Error Rate,Sorting Task,0,%
2025-10-24 01:02:50.525642,S005,P001,User Accuracy,Sorting Task,100,%
2025-10-24 01:02:50.526493,S005,P001,Corrections,Sorting Task,0,box
2025-10-24 01:02:51.523147,S005,P001,Throughput,Sorting Task,0,box / s
2025-10-24 01:02:51.524748,S005,P001,Actual Error Rate,Sorting Task,0,%
2025-10-24 01:02:51.525741,S005,P001,User Accuracy,Sorting Task,100,%
2025-10-24 01:02:51.526600,S005,P001,Corrections,Sorting Task,0,box
2025-10-24 01:02:55.307332,S005,P001,Throughput,Sorting Task,0,box / s
2025-10-24 01:02:55.309007,S005,P001,Actual Error Rate,Sorting Task,0,%
2025-10-24 01:02:55.310001,S005,P001,User Accuracy,Sorting Task,100,%
2025-10-24 01:02:55.310882,S005,P001,Corrections,Sorting Task,0,box
2025-10-24 01:02:55.311754,S005,P001,Throughput,Packaging Task,0,box / s
2025-10-24 01:02:55.312680,S005,P001,Actual Error Rate,Packaging Task,0,%
2025-10-24 01:02:55.313643,S005,P001,User Accuracy,Packaging Task,100,%
2025-10-24 01:02:55.314503,S005,P001,Corrections,Packaging Task,0,box
2025-10-24 01:02:56.305160,S005,P001,Throughput,Sorting Task,0,box / s
2025-10-24 01:02:56.306683,S005,P001,Actual Error Rate,Sorting Task,0,%
2025-10-24 01:02:56.307618,S005,P001,User Accuracy,Sorting Task,100,%
2025-10-24 01:02:56.308460,S005,P001,Corrections,Sorting Task,0,box
2025-10-24 01:02:56.309319,S005,P001,Throughput,Packaging Task,0,box / s
2025-10-24 01:02:56.310162,S005,P001,Actual Error Rate,Packaging Task,0,%
2025-10-24 01:02:56.310991,S005,P001,User Accuracy,Packaging Task,100,%
2025-10-24 01:02:56.311852,S005,P001,Corrections,Packaging Task,0,box
2025-10-24 01:03:34.076297,S006,P001,Throughput,Sorting Task,0,box / s
2025-10-24 01:03:34.079317,S006,P001,Actual Error Rate,Sorting Task,0,%
2025-10-24 01:03:34.080474,S006,P001,User Accuracy,Sorting Task,100,%
2025-10-24 01:03:34.081351,S006,P001,Corrections,Sorting Task,0,box
2025-10-24 01:03:34.082295,S006,P001,Throughput,Packaging Task,0,box / s
2025-10-24 01:03:34.083352,S006,P001,Actual Error Rate,Packaging Task,0,%
2025-10-24 01:03:34.084373,S006,P001,User Accuracy,Packaging Task,100,%
2025-10-24 01:03:34.085199,S006,P001,Corrections,Packaging Task,0,box
2025-10-24 01:03:35.072333,S006,P001,Throughput,Sorting Task,0,box / s
2025-10-24 01:03:35.073854,S006,P001,Actual Error Rate,Sorting Task,0,%
2025-10-24 01:03:35.074967,S006,P001,User Accuracy,Sorting Task,100,%
2025-10-24 01:03:35.075881,S006,P001,Corrections,Sorting Task,0,box
2025-10-24 01:03:35.076771,S006,P001,Throughput,Packaging Task,0,box / s
2025-10-24 01:03:35.077644,S006,P001,Actual Error Rate,Packaging Task,0,%
2025-10-24 01:03:35.078527,S006,P001,User Accuracy,Packaging Task,100,%
2025-10-24 01:03:35.079436,S006,P001,Corrections,Packaging Task,0,box
2025-10-24 01:03:36.071194,S006,P001,Throughput,Sorting Task,0,box / s
2025-10-24 01:03:36.072783,S006,P001,Actual Error Rate,Sorting Task,0,%
2025-10-24 01:03:36.073709,S006,P001,User Accuracy,Sorting Task,100,%
2025-10-24 01:03:36.074557,S006,P001,Corrections,Sorting Task,0,box
2025-10-24 01:03:36.075412,S006,P001,Throughput,Packaging Task,0,box / s
2025-10-24 01:03:36.076234,S006,P001,Actual Error Rate,Packaging Task,0,%
2025-10-24 01:03:36.077084,S006,P001,User Accuracy,Packaging Task,100,%
2025-10-24 01:03:36.077890,S006,P001,Corrections,Packaging Task,0,box
2025-10-24 01:03:37.076918,S006,P001,Throughput,Sorting Task,0,box / s
2025-10-24 01:03:37.078439,S006,P001,Actual Error Rate,Sorting Task,0,%
2025-10-24 01:03:37.079368,S006,P001,User Accuracy,Sorting Task,100,%
2025-10-24 01:03:37.080225,S006,P001,Corrections,Sorting Task,0,box
2025-10-24 01:03:37.081090,S006,P001,Throughput,Packaging Task,0,box / s
2025-10-24 01:03:37.082102,S006,P001,Actual Error Rate,Packaging Task,0,%
2025-10-24 01:03:37.082943,S006,P001,User Accuracy,Packaging Task,100,%
2025-10-24 01:03:37.083801,S006,P001,Corrections,Packaging Task,0,box
2025-10-24 01:03:38.075368,S006,P001,Throughput,Sorting Task,0,box / s
2025-10-24 01:03:38.076850,S006,P001,Actual Error Rate,Sorting Task,0,%
2025-10-24 01:03:38.077811,S006,P001,User Accuracy,Sorting Task,100,%
2025-10-24 01:03:38.078639,S006,P001,Corrections,Sorting Task,0,box
2025-10-24 01:03:38.079531,S006,P001,Throughput,Packaging Task,0,box / s
2025-10-24 01:03:38.080459,S006,P001,Actual Error Rate,Packaging Task,0,%
2025-10-24 01:03:38.081338,S006,P001,User Accuracy,Packaging Task,100,%
2025-10-24 01:03:38.082161,S006,P001,Corrections,Packaging Task,0,box
2025-10-24 01:03:39.071288,S006,P001,Throughput,Sorting Task,0,box / s
2025-10-24 01:03:39.072912,S006,P001,Actual Error Rate,Sorting Task,0,%
2025-10-24 01:03:39.073899,S006,P001,User Accuracy,Sorting Task,100,%
2025-10-24 01:03:39.074773,S006,P001,Corrections,Sorting Task,0,box
2025-10-24 01:03:39.075689,S006,P001,Throughput,Packaging Task,0,box / s
2025-10-24 01:03:39.076781,S006,P001,Actual Error Rate,Packaging Task,0,%
2025-10-24 01:03:39.077659,S006,P001,User Accuracy,Packaging Task,100,%
2025-10-24 01:03:39.078480,S006,P001,Corrections,Packaging Task,0,box
2025-10-24 01:03:40.070216,S006,P001,Throughput,Sorting Task,0,box / s
2025-10-24 01:03:40.071766,S006,P001,Actual Error Rate,Sorting Task,0,%
2025-10-24 01:03:40.072711,S006,P001,User Accuracy,Sorting Task,100,%
2025-10-24 01:03:40.073548,S006,P001,Corrections,Sorting Task,0,box
2025-10-24 01:03:40.074405,S006,P001,Throughput,Packaging Task,0,box / s
2025-10-24 01:03:40.075468,S006,P001,Actual Error Rate,Packaging Task,0,%
2025-10-24 01:03:40.076328,S006,P001,User Accuracy,Packaging Task,100,%
2025-10-24 01:03:40.077134,S006,P001,Corrections,Packaging Task,0,box
2025-10-24 01:03:41.074434,S006,P001,Throughput,Sorting Task,0,box / s
2025-10-24 01:03:41.076044,S006,P001,Actual Error Rate,Sorting Task,0,%
2025-10-24 01:03:41.076943,S006,P001,User Accuracy,Sorting Task,100,%
2025-10-24 01:03:41.077909,S006,P001,Corrections,Sorting Task,0,box
2025-10-24 01:03:41.078805,S006,P001,Throughput,Packaging Task,0,box / s
2025-10-24 01:03:41.079699,S006,P001,Actual Error Rate,Packaging Task,0,%
2025-10-24 01:03:41.080681,S006,P001,User Accuracy,Packaging Task,100,%
2025-10-24 01:03:41.081489,S006,P001,Corrections,Packaging Task,0,box
2025-10-24 01:05:31.682102,S006,P001,Throughput,Sorting Task,0,box / s
2025-10-24 01:05:31.684855,S006,P001,Actual Error Rate,Sorting Task,0,%
2025-10-24 01:05:31.685883,S006,P001,User Accuracy,Sorting Task,100,%
2025-10-24 01:05:31.686735,S006,P001,Corrections,Sorting Task,0,box
2025-10-24 01:05:31.687616,S006,P001,Throughput,Packaging Task,0,box / s
2025-10-24 01:05:31.688699,S006,P001,Actual Error Rate,Packaging Task,0,%
2025-10-24 01:05:31.689548,S006,P001,User Accuracy,Packaging Task,100,%
2025-10-24 01:05:31.690376,S006,P001,Corrections,Packaging Task,0,box
2025-10-24 01:05:31.691249,S006,P001,Throughput,Inspection Task,0,box / s
2025-10-24 01:05:31.692188,S006,P001,Actual Error Rate,Inspection Task,0,%
2025-10-24 01:05:31.693035,S006,P001,User Accuracy,Inspection Task,100,%
2025-10-24 01:05:31.693846,S006,P001,Corrections,Inspection Task,0,box
2025-10-24 01:05:32.683155,S006,P001,Throughput,Sorting Task,0,box / s
2025-10-24 01:05:32.684770,S006,P001,Actual Error Rate,Sorting Task,0,%
2025-10-24 01:05:32.685843,S006,P001,User Accuracy,Sorting Task,100,%
2025-10-24 01:05:32.686706,S006,P001,Corrections,Sorting Task,0,box
2025-10-24 01:05:32.687581,S006,P001,Throughput,Packaging Task,0,box / s
2025-10-24 01:05:32.688566,S006,P001,Actual Error Rate,Packaging Task,0,%
2025-10-24 01:05:32.689393,S006,P001,User Accuracy,Packaging Task,100,%
2025-10-24 01:05:32.690210,S006,P001,Corrections,Packaging Task,0,box
2025-10-24 01:05:32.691060,S006,P001,Throughput,Inspection Task,0,box / s
2025-10-24 01:05:32.692085,S006,P001,Actual Error Rate,Inspection Task,0,%
2025-10-24 01:05:32.692983,S006,P001,User Accuracy,Inspection Task,100,%
2025-10-24 01:05:32.693801,S006,P001,Corrections,Inspection Task,0,box
2025-10-24 01:05:33.680711,S006,P001,Throughput,Sorting Task,0,box / s
2025-10-24 01:05:33.682296,S006,P001,Actual Error Rate,Sorting Task,0,%
2025-10-24 01:05:33.683238,S006,P001,User Accuracy,Sorting Task,100,%
2025-10-24 01:05:33.684113,S006,P001,Corrections,Sorting Task,0,box
2025-10-24 01:05:33.684983,S006,P001,Throughput,Packaging Task,0,box / s
2025-10-24 01:05:33.685904,S006,P001,Actual Error Rate,Packaging Task,0,%
2025-10-24 01:05:33.686729,S006,P001,User Accuracy,Packaging Task,100,%
2025-10-24 01:05:33.687564,S006,P001,Corrections,Packaging Task,0,box
2025-10-24 01:05:33.688401,S006,P001,Throughput,Inspection Task,0,box / s
2025-10-24 01:05:33.689404,S006,P001,Actual Error Rate,Inspection Task,0,%
2025-10-24 01:05:33.690219,S006,P001,User Accuracy,Inspection Task,100,%
2025-10-24 01:05:33.691020,S006,P001,Corrections,Inspection Task,0,box
2025-10-24 01:05:34.681262,S006,P001,Throughput,Sorting Task,0,box / s
2025-10-24 01:05:34.682874,S006,P001,Actual Error Rate,Sorting Task,0,%
2025-10-24 01:05:34.683819,S006,P001,User Accuracy,Sorting Task,100,%
2025-10-24 01:05:34.684667,S006,P001,Corrections,Sorting Task,0,box
2025-10-24 01:05:34.685527,S006,P001,Throughput,Packaging Task,0,box / s
2025-10-24 01:05:34.686518,S006,P001,Actual Error Rate,Packaging Task,0,%
2025-10-24 01:05:34.687336,S006,P001,User Accuracy,Packaging Task,100,%
2025-10-24 01:05:34.688145,S006,P001,Corrections,Packaging Task,0,box
2025-10-24 01:05:34.688995,S006,P001,Throughput,Inspection Task,0,box / s
2025-10-24 01:05:34.690022,S006,P001,Actual Error Rate,Inspection Task,0,%
2025-10-24 01:05:34.690906,S006,P001,User Accuracy,Inspection Task,100,%
2025-10-24 01:05:34.691734,S006,P001,Corrections,Inspection Task,0,box
2025-10-24 01:05:35.692015,S006,P001,Throughput,Sorting Task,0,box / s
2025-10-24 01:05:35.693560,S006,P001,Actual Error Rate,Sorting Task,0,%
2025-10-24 01:05:35.694581,S006,P001,User Accuracy,Sorting Task,100,%
2025-10-24 01:05:35.695440,S006,P001,Corrections,Sorting Task,0,box
2025-10-24 01:05:35.696424,S006,P001,Throughput,Packaging Task,0,box / s
2025-10-24 01:05:35.697453,S006,P001,Actual Error Rate,Packaging Task,0,%
2025-10-24 01:05:35.698264,S006,P001,User Accuracy,Packaging Task,100,%
2025-10-24 01:05:35.699057,S006,P001,Corrections,Packaging Task,0,box
2025-10-24 01:05:35.699874,S006,P001,Throughput,Inspection Task,0,box / s
2025-10-24 01:05:35.700765,S006,P001,Actual Error Rate,Inspection Task,0,%
2025-10-24 01:05:35.701556,S006,P001,User Accuracy,Inspection Task,100,%
2025-10-24 01:05:35.702331,S006,P001,Corrections,Inspection Task,0,box
2025-10-24 01:05:36.683229,S006,P001,Throughput,Sorting Task,0,box / s
2025-10-24 01:05:36.684814,S006,P001,Actual Error Rate,Sorting Task,0,%
2025-10-24 01:05:36.685760,S006,P001,User Accuracy,Sorting Task,100,%
2025-10-24 01:05:36.686605,S006,P001,Corrections,Sorting Task,0,box
2025-10-24 01:05:36.687465,S006,P001,Throughput,Packaging Task,0,box / s
2025-10-24 01:05:36.688426,S006,P001,Actual Error Rate,Packaging Task,0,%
2025-10-24 01:05:36.689245,S006,P001,User Accuracy,Packaging Task,100,%
2025-10-24 01:05:36.690089,S006,P001,Corrections,Packaging Task,0,box
2025-10-24 01:05:36.690953,S006,P001,Throughput,Inspection Task,0,box / s
2025-10-24 01:05:36.691970,S006,P001,Actual Error Rate,Inspection Task,0,%
2025-10-24 01:05:36.693007,S006,P001,User Accuracy,Inspection Task,100,%
2025-10-24 01:05:36.694070,S006,P001,Corrections,Inspection Task,0,box
2025-10-24 01:05:37.679747,S006,P001,Throughput,Sorting Task,0,box / s
2025-10-24 01:05:37.681334,S006,P001,Actual Error Rate,Sorting Task,0,%
2025-10-24 01:05:37.682273,S006,P001,User Accuracy,Sorting Task,100,%
2025-10-24 01:05:37.683122,S006,P001,Corrections,Sorting Task,0,box
2025-10-24 01:05:37.683978,S006,P001,Throughput,Packaging Task,0,box / s
2025-10-24 01:05:37.684982,S006,P001,Actual Error Rate,Packaging Task,0,%
2025-10-24 01:05:37.685796,S006,P001,User Accuracy,Packaging Task,100,%
2025-10-24 01:05:37.686597,S006,P001,Corrections,Packaging Task,0,box
2025-10-24 01:05:37.687433,S006,P001,Throughput,Inspection Task,0,box / s
2025-10-24 01:05:37.688318,S006,P001,Actual Error Rate,Inspection Task,0,%
2025-10-24 01:05:37.689108,S006,P001,User Accuracy,Inspection Task,100,%
2025-10-24 01:05:37.689894,S006,P001,Corrections,Inspection Task,0,box
2025-10-24 01:09:54.212342,S006,P001,Throughput,Sorting Task,0,box / s
2025-10-24 01:09:54.215307,S006,P001,Actual Error Rate,Sorting Task,0,%
2025-10-24 01:09:54.216279,S006,P001,User Accuracy,Sorting Task,100,%
2025-10-24 01:09:54.217119,S006,P001,Corrections,Sorting Task,0,box
2025-10-24 01:09:55.211609,S006,P001,Throughput,Sorting Task,0,box / s
2025-10-24 01:09:55.213258,S006,P001,Actual Error Rate,Sorting Task,0,%
2025-10-24 01:09:55.214250,S006,P001,User Accuracy,Sorting Task,100,%
2025-10-24 01:09:55.215082,S006,P001,Corrections,Sorting Task,0,box
2025-10-24 01:09:58.955245,S006,P001,Throughput,Sorting Task,0,box / s
2025-10-24 01:09:58.957025,S006,P001,Actual Error Rate,Sorting Task,0,%
2025-10-24 01:09:58.958415,S006,P001,User Accuracy,Sorting Task,100,%
2025-10-24 01:09:58.959394,S006,P001,Corrections,Sorting Task,0,box
2025-10-24 01:09:59.948210,S006,P001,Throughput,Sorting Task,0,box / s
2025-10-24 01:09:59.949705,S006,P001,Actual Error Rate,Sorting Task,0,%
2025-10-24 01:09:59.950823,S006,P001,User Accuracy,Sorting Task,100,%
2025-10-24 01:09:59.951682,S006,P001,Corrections,Sorting Task,0,box
2025-10-24 01:10:00.955910,S006,P001,Throughput,Sorting Task,0.2,box / s
2025-10-24 01:10:00.957570,S006,P001,Actual Error Rate,Sorting Task,0,%
2025-10-24 01:10:00.958569,S006,P001,User Accuracy,Sorting Task,100,%
2025-10-24 01:10:00.959548,S006,P001,Corrections,Sorting Task,0,box
2025-10-24 01:10:01.947202,S006,P001,Throughput,Sorting Task,0.16666666666666666,box / s
2025-10-24 01:10:01.948611,S006,P001,Actual Error Rate,Sorting Task,0,%
2025-10-24 01:10:01.949610,S006,P001,User Accuracy,Sorting Task,100,%
2025-10-24 01:10:01.950519,S006,P001,Corrections,Sorting Task,0,box
2025-10-24 01:10:02.955247,S006,P001,Throughput,Sorting Task,0.14285714285714285,box / s
2025-10-24 01:10:02.956832,S006,P001,Actual Error Rate,Sorting Task,0,%
2025-10-24 01:10:02.957899,S006,P001,User Accuracy,Sorting Task,100,%
2025-10-24 01:10:02.958748,S006,P001,Corrections,Sorting Task,0,box
2025-10-24 01:10:03.947078,S006,P001,Throughput,Sorting Task,0.25,box / s
2025-10-24 01:10:03.948561,S006,P001,Actual Error Rate,Sorting Task,0,%
2025-10-24 01:10:03.949503,S006,P001,User Accuracy,Sorting Task,100,%
2025-10-24 01:10:03.950356,S006,P001,Corrections,Sorting Task,0,box
2025-10-24 01:10:04.951011,S006,P001,Throughput,Sorting Task,0.2222222222222222,box / s
2025-10-24 01:10:04.952495,S006,P001,Actual Error Rate,Sorting Task,0,%
2025-10-24 01:10:04.953351,S006,P001,User Accuracy,Sorting Task,100,%
2025-10-24 01:10:04.954174,S006,P001,Corrections,Sorting Task,0,box
2025-10-24 01:10:05.947251,S006,P001,Throughput,Sorting Task,0.3,box / s
2025-10-24 01:10:05.948859,S006,P001,Actual Error Rate,Sorting Task,0,%
2025-10-24 01:10:05.949808,S006,P001,User Accuracy,Sorting Task,100,%
2025-10-24 01:10:05.950661,S006,P001,Corrections,Sorting Task,0,box
2025-10-24 01:10:06.954540,S006,P001,Throughput,Sorting Task,0.2727272727272727,box / s
2025-10-24 01:10:06.955781,S006,P001,Actual Error Rate,Sorting Task,0,%
2025-10-24 01:10:06.956674,S006,P001,User Accuracy,Sorting Task,100,%
2025-10-24 01:10:06.957510,S006,P001,Corrections,Sorting Task,0,box
2025-10-24 01:10:07.946202,S006,P001,Throughput,Sorting Task,0.25,box / s
2025-10-24 01:10:07.947714,S006,P001,Actual Error Rate,Sorting Task,0,%
2025-10-24 01:10:07.948750,S006,P001,User Accuracy,Sorting Task,100,%
2025-10-24 01:10:07.949606,S006,P001,Corrections,Sorting Task,0,box
2025-10-24 01:10:08.949945,S006,P001,Throughput,Sorting Task,0.3076923076923077,box / s
2025-10-24 01:10:08.951458,S006,P001,Actual Error Rate,Sorting Task,0,%
2025-10-24 01:10:08.952395,S006,P001,User Accuracy,Sorting Task,100,%
2025-10-24 01:10:08.953240,S006,P001,Corrections,Sorting Task,0,box
2025-10-24 01:10:09.946975,S006,P001,Throughput,Sorting Task,0.2857142857142857,box / s
2025-10-24 01:10:09.948612,S006,P001,Actual Error Rate,Sorting Task,0,%
2025-10-24 01:10:09.949575,S006,P001,User Accuracy,Sorting Task,100,%
2025-10-24 01:10:09.950423,S006,P001,Corrections,Sorting Task,0,box
2025-10-24 01:10:10.955189,S006,P001,Throughput,Sorting Task,0.3333333333333333,box / s
2025-10-24 01:10:10.956782,S006,P001,Actual Error Rate,Sorting Task,0,%
2025-10-24 01:10:10.957721,S006,P001,User Accuracy,Sorting Task,100,%
2025-10-24 01:10:10.958572,S006,P001,Corrections,Sorting Task,0,box
2025-10-24 01:10:11.947365,S006,P001,Throughput,Sorting Task,0.3125,box / s
2025-10-24 01:10:11.948971,S006,P001,Actual Error Rate,Sorting Task,0,%
2025-10-24 01:10:11.949929,S006,P001,User Accuracy,Sorting Task,100,%
2025-10-24 01:10:11.950758,S006,P001,Corrections,Sorting Task,0,box
2025-10-24 01:10:12.945403,S006,P001,Throughput,Sorting Task,0.29411764705882354,box / s
2025-10-24 01:10:12.946905,S006,P001,Actual Error Rate,Sorting Task,20.0,%
2025-10-24 01:10:12.947836,S006,P001,User Accuracy,Sorting Task,0,%
2025-10-24 01:10:12.948697,S006,P001,Corrections,Sorting Task,0,box
2025-10-24 01:10:13.946901,S006,P001,Throughput,Sorting Task,0.3333333333333333,box / s
2025-10-24 01:10:13.948506,S006,P001,Actual Error Rate,Sorting Task,16.666666666666664,%
2025-10-24 01:10:13.949446,S006,P001,User Accuracy,Sorting Task,0,%
2025-10-24 01:10:13.950299,S006,P001,Corrections,Sorting Task,0,box
2025-10-24 01:10:14.947330,S006,P001,Throughput,Sorting Task,0.3157894736842105,box / s
2025-10-24 01:10:14.948855,S006,P001,Actual Error Rate,Sorting Task,16.666666666666664,%
2025-10-24 01:10:14.949804,S006,P001,User Accuracy,Sorting Task,0,%
2025-10-24 01:10:14.950666,S006,P001,Corrections,Sorting Task,0,box
2025-10-24 01:10:15.947267,S006,P001,Throughput,Sorting Task,0.35,box / s
2025-10-24 01:10:15.948729,S006,P001,Actual Error Rate,Sorting Task,14.285714285714285,%
2025-10-24 01:10:15.949661,S006,P001,User Accuracy,Sorting Task,0,%
2025-10-24 01:10:15.950513,S006,P001,Corrections,Sorting Task,0,box
2025-10-24 01:10:16.951234,S006,P001,Throughput,Sorting Task,0.3333333333333333,box / s
2025-10-24 01:10:16.952764,S006,P001,Actual Error Rate,Sorting Task,14.285714285714285,%
